"","ACCSEQDV","ACCTYPE","ALCTEST","ANGTHIS","ANGOTHER","WEATHER","BAREQSP","BODYTYPE","CARGOWGT","CASEID","CASENO","CONDTREE","CURBWGT","DVEST","DOCTRAJ","DRIVDIST","DRINKING","DRPRES","DRRACE","DRZIP","DVBASIS","DVCONFID","DVLAT","DVLONG","DVTOTAL","ENERGY","FOVERIDE","IMPACTSP","INSPTYPE","LANES","LGTCOND","MAKE","MANEUVER","MODEL","MODELYR","OCCFORMS","OCUPANTS","RATWGT","PREEVENT","PREMOVE","PREILOC","PREISTAB","PSU","ALIGNMNT","SURCOND","PROFILE","SURTYPE","RELINTER","ROLINDIR","ROLINLOC","ROLINTYP","ROLLOBJ","ROLLOVER","ROVERIDE","SPECOTH","SPLIMIT","STRATIF","TOWHITCH","TOWPAR","TRAFCONT","TRCTLFCT","TRAVELSP","TRAFFLOW","TRIPLOC","VEHNO","VEHUSE","VIN","VINLNGTH","DRUGS","VINO","VERSION","VINMODYR","MCYCLDS","VEHWGT","VINMAKE","VINAMOD","SERTR","VINBT","ROOF1","ROOF2","ROOF3","ANTILOCK","FRTWHLDR","FOURWHDR","RESTYPE","CARBUR","FUELCODE","WGTCDTR","VEHTYPE","WHLDRWHL","DAYRUNLT","otvehwgt","otbdytyp","VINJSER","VINJURED","VTREAT","VAIS"
"2788",1,82,NA,170,240,0,NA,14,0," 47F",47,0,186,NA,0,NA,0,1,1,49457,11,0,NA,NA,NA,NA,0,NA,1,3,3,20,NA,401,1999,0,2,111.128,66,11,1,1,13,1,1,2,2,2,0,0,0,0,0,0,0,56,"F",0,0,1,2,NA,3,0,2,0,"1GNDT13W4X21",17,0,4,19,1999,NA,NA,"CHEV","BZR","BZR","4W",1,3,NA,2,"","","E","","G",1,"T",44,"S",127,2,NA,NA,NA,NA
"2789",2,44,NA,997,997,3,NA,14,0," 48G",48,0,176,7,1,1,0,1,1,49445,5,0,NA,NA,NA,NA,0,NA,2,2,1,20,1,401,2005,1,1,261.205,11,6,2,3,13,2,3,1,2,0,2,4,1,61,3,0,0,113,"G",0,1,0,0,NA,2,1,1,0,"1GNCT18X25K1",17,0,4,19,2005,NA,NA,"CHEV","BZR","BZR","2W",1,3,NA,2,"","","E","","G",1,"T",44,"S",998,98,0,0,0,0
"2790",4,45,NA,997,997,3,NA,14,0," 48G",48,0,205,7,1,1,0,1,1,49445,5,0,NA,NA,NA,NA,0,NA,3,2,1,20,2,403,2004,3,3,261.205,60,1,1,1,13,2,3,1,2,0,2,4,1,61,2,0,0,113,"G",0,1,0,0,NA,2,1,2,0,"1GNDT13S2422",17,0,4,19,2004,NA,NA,"CHEV","TRL","LST","4W",1,3,NA,2,"","","E","","G",1,"T",44,"S",998,98,0,0,0,0
"2791",1,2,NA,998,998,3,NA,31,0," 49G",49,0,201,6,0,1,0,1,1,49420,6,0,NA,NA,NA,NA,0,NA,3,2,1,20,6,498,2004,1,1,261.205,6,1,4,3,13,1,3,1,2,0,0,0,0,0,0,0,0,113,"G",0,1,0,0,NA,1,0,1,0,"1GCEK14V74Z1",17,0,4,19,2004,NA,NA,"CHEV","SIL","SK1","PK",1,NA,NA,2,"","","4","","G",2,"T",44,"S",998,98,0,1,0,1
"2792",1,68,7,260,180,0,19,4,0," 50H",50,0,117,0,0,1,1,1,1,49444,1,1,-16,-6,17,263,0,998,3,4,1,12,1,15,1994,2,2,487.313,15,11,1,1,13,1,1,1,2,2,0,0,0,0,0,0,0,40,"H",0,1,0,0,NA,0,0,1,0,"2FAPP36X1RB1",17,0,4,19,1994,NA,2569,"FORD","TGL","","4D",1,NA,NA,1,"Y","N","P","F","G",NA,"P",NA,"N",189,14,0,0,0,0
"2793",1,69,NA,180,260,0,9,14,0," 50H",50,0,189,0,0,1,0,1,NA,49442,1,1,4,-11,12,105,0,998,4,4,1,23,3,401,2001,0,1,487.313,62,1,1,2,13,1,1,1,2,2,0,0,0,0,0,0,0,40,"H",0,0,0,0,NA,0,0,2,0,"1GKDT13W7121",17,0,4,19,2001,NA,NA,"GMC","JMY","JMY","4W",1,3,NA,2,"","","E","","G",1,"T",44,"S",117,4,NA,NA,NA,NA
"2794",2,98,NA,110,0,0,8,16,NA," 50H",50,0,212,0,0,1,0,1,NA,49444,3,4,0,-5,5,55,0,998,0,2,1,20,1,431,1994,0,1,487.313,62,5,1,1,13,1,1,1,2,2,0,0,0,0,0,0,0,40,"H",0,0,2,2,NA,0,0,3,0,"1GNFK16K2RJ3",17,0,4,19,1994,NA,NA,"CHEV","K15","K1S","4W",1,NA,NA,2,"","","A","","G",2,"T",44,"N",117,4,NA,NA,NA,NA
"2795",1,20,NA,0,0,0,13,4,NA," 51H",51,0,142,0,0,NA,0,1,5,49440,3,4,0,-14,14,94,NA,998,0,3,1,20,NA,20,1991,1,1,487.313,50,1,1,NA,13,1,1,1,2,2,0,0,0,0,0,0,0,80,"H",0,1,1,2,NA,1,0,1,0,"2G1WL54TXM11",17,0,4,19,1991,NA,2957,"CHEV","LUM","","4D",1,NA,NA,1,"Y","N","P","F","G",NA,"P",NA,"N",219,14,0,0,0,0
"2796",1,21,NA,0,0,0,10,14,0," 51H",51,0,219,0,0,1,0,1,3,49417,3,4,0,9,9,81,0,998,3,3,1,20,1,403,2003,0,1,487.313,53,5,1,1,13,1,1,1,2,2,0,0,0,0,0,NA,0,80,"H",0,0,1,2,NA,1,0,2,0,"1GNET16S5361",17,0,4,19,2003,NA,NA,"CHEV","TRL","TXT","4W",1,3,NA,2,"","","E","","G",2,"T",44,"S",142,4,NA,NA,NA,NA
"2797",1,1,NA,997,997,0,NA,4,0," 52D",52,0,111,7,1,1,0,1,1,49504,5,0,NA,NA,NA,NA,0,NA,3,2,1,12,1,13,1997,1,1,78.509,11,14,4,3,13,2,1,1,2,0,2,4,1,61,4,0,0,113,"D",0,1,0,0,NA,1,1,1,0,"1FALP13P6VW2",17,0,4,19,1997,NA,2503,"FORD","EST","","4D",1,NA,NA,5,"Y","N","E","F","G",NA,"P",NA,"N",998,98,0,1,4,2
"2798",1,86,NA,190,270,0,15,14,0," 53F",53,0,161,0,0,10,0,1,1,49441,1,1,8,-13,15,250,0,998,3,3,1,2,9,404,1994,1,1,217.148,17,1,1,1,13,1,1,1,2,2,0,0,0,0,0,0,0,64,"F",0,1,1,2,NA,0,0,1,0,"1J4GZ78S4RC1",17,0,4,19,1994,NA,NA,"JEEP","GCK","LMT","4W",1,NA,NA,2,"","","B","","G",1,"T",44,"N",188,20,0,1,0,1
"2799",1,87,NA,270,190,0,11,20,0," 53F",53,0,188,0,0,1,0,1,1,49441,1,1,-10,-4,11,192,0,998,3,4,1,7,1,442,2002,4,4,217.148,66,1,1,1,13,1,1,4,2,2,0,0,0,0,0,0,0,64,"F",0,1,1,2,NA,1,0,2,0,"2B8GP44342R6",17,0,4,19,2002,NA,NA,"DODG","CAR","GSP","SV",1,NA,NA,2,"","","K","","F",1,"T",42,"O",161,14,0,3,4,1
"2800",1,8,NA,997,997,0,NA,4,0," 54G",54,0,159,7,1,1,0,1,1,49445,5,0,NA,NA,NA,NA,0,NA,3,2,1,20,8,2,2006,1,1,510.4,8,1,4,4,13,1,1,1,1,0,1,4,1,61,4,0,0,113,"G",0,1,0,0,NA,1,1,1,0,"2G1WB58K6691",17,0,4,19,2006,NA,3477,"CHEV","IPL","","4D",1,NA,NA,5,"Y","N","S","F","F",NA,"P",NA,"S",998,98,0,1,0,1
"2801",NA,14,NA,998,998,1,NA,4,NA," 55H",55,1,151,NA,1,NA,0,1,NA,49457,0,0,NA,NA,NA,NA,0,NA,0,2,2,22,1,20,1996,1,1,952.222,14,14,4,1,13,2,2,1,2,2,0,0,0,0,0,0,0,89,"H",0,1,2,2,NA,0,0,1,0,"1G2WJ52M9TF2",17,0,4,19,1996,NA,3234,"PONT","GFS","","4D",1,3,NA,4,"Y","N","E","F","G",NA,"P",NA,"O",NA,NA,0,0,0,0
"2802",1,2,0,997,997,0,NA,4,5," 56D",56,0,151,8,1,NA,0,1,1,49445,5,0,NA,NA,NA,NA,0,NA,3,2,1,22,1,20,1991,1,1,78.509,9,1,4,3,13,1,1,3,1,0,2,4,1,61,6,0,1,113,"D",0,1,0,0,NA,2,1,1,0,"1G2WJ54T1MF2",17,0,4,19,1991,NA,3104,"PONT","GFS","","4D",1,3,NA,7,"Y","N","P","F","G",NA,"P",NA,"N",998,98,1,1,3,4
"2803",1,86,NA,0,90,0,15,4,0," 57F",57,0,128,0,0,1,0,1,2,49444,1,1,10,-11,15,266,0,998,3,2,1,22,1,18,1994,3,3,100.59,17,1,1,1,13,1,1,1,2,2,0,0,0,0,0,0,0,40,"F",0,1,2,2,NA,0,0,1,0,"1G2NW55M8RC7",17,0,4,19,1994,NA,2882,"PONT","GAG","","4D",1,NA,NA,2,"Y","N","D","F","G",NA,"P",NA,"N",179,4,0,1,4,1
"2804",1,87,NA,90,0,0,12,4,0," 57F",57,0,179,0,0,1,0,1,NA,49442,1,1,-9,-8,12,123,0,998,4,2,1,21,1,3,1984,0,3,100.59,66,1,1,1,13,1,1,1,2,2,0,0,0,0,0,0,0,40,"F",0,0,0,0,NA,0,0,2,0,"1G3AH69Y6EM8",17,0,4,19,1984,NA,4177,"OLDS","RBR","","4D",NA,NA,NA,NA,"","","","4","G",NA,"P",NA,"",128,4,NA,NA,NA,NA
"2805",2,1,0,998,998,0,23,30,9," 58F",58,1,124,0,0,98,0,1,1,49444,1,1,0,-23,23,295,0,998,3,2,1,23,2,471,1984,1,1,100.59,13,1,4,1,13,1,1,1,2,0,0,0,0,0,0,0,2,72,"F",0,1,0,0,NA,0,0,1,0,"1GTCS14B0E05",17,0,4,19,1984,NA,NA,"GMC","S","S10","PK",NA,NA,NA,NA,"","","","","G",1,"T",42,"",998,98,0,1,3,1
"2806",1,24,NA,90,90,0,25,4,NA," 59H",59,0,157,0,0,NA,0,1,1,49444,1,4,0,-20,20,408,0,998,2,3,3,21,3,2,1997,1,1,441.103,52,1,1,2,13,1,1,1,2,3,0,0,0,0,0,0,0,72,"H",0,1,0,0,NA,0,0,1,0,"1G3HN52K4V48",17,0,4,19,1997,NA,3455,"OLDS","8LW","","4D",1,NA,NA,2,"Y","N","E","F","G",NA,"P",NA,"S",175,31,0,0,0,0
"2807",1,27,NA,90,90,0,9,31,5," 59H",59,0,175,0,0,1,0,1,1,49451,1,1,0,17,17,56,0,998,4,3,3,20,1,481,1994,0,1,441.103,53,2,1,1,13,1,1,1,2,3,0,0,0,0,0,0,0,72,"H",0,0,0,0,NA,0,0,2,0,"1GCEC14HXRE1",17,0,4,19,1994,NA,NA,"CHEV","GM4","GC1","PK",1,NA,NA,3,"","","A","","G",2,"T",42,"N",157,4,NA,NA,NA,NA
"2808",1,1,NA,997,997,0,NA,20,0," 60H",60,0,145,6,1,11,0,1,1,49455,5,0,NA,NA,NA,NA,0,NA,3,2,2,7,4,442,1994,1,1,441.103,13,1,4,3,13,1,1,1,2,0,2,3,1,61,1,0,0,113,"H",0,1,0,0,NA,1,1,1,0,"2B4GH25K1RR5",17,0,4,19,1994,NA,NA,"DODG","CAR","CAR","SV",1,NA,NA,5,"","","E","","G",1,"T",42,"N",998,98,0,0,0,0
"2809",1,89,0,0,120,0,38,2,0," 61D",61,0,118,0,0,1,0,1,1,49441,1,1,31,-18,36,709,0,998,3,1,3,22,1,16,2002,2,2,78.509,17,1,1,1,13,1,1,1,1,2,0,0,0,0,0,0,1,89,"D",0,1,1,2,NA,1,0,1,0,"1G2JB1244272",17,0,4,19,2002,NA,2606,"PONT","SFS","","CP",1,3,NA,2,"Y","N","E","F","G",NA,"P",NA,"S",132,2,1,2,3,3
"2810",1,88,NA,120,0,0,32,2,0," 61D",61,0,132,0,0,1,0,1,3,49503,1,1,-6,-32,33,568,0,998,3,2,3,22,2,18,1997,1,1,78.509,66,1,1,1,13,1,1,1,1,2,0,0,0,0,0,0,0,89,"D",0,1,1,2,NA,2,0,2,0,"1G2NW12M1VC8",17,0,4,19,1997,NA,2808,"PONT","GAG","","CP",1,3,NA,2,"Y","N","E","F","G",NA,"P",NA,"S",118,2,0,1,0,1
"2811",5,2,NA,998,998,0,NA,4,0," 62E",62,1,116,8,1,1,0,1,1,49441,6,0,NA,NA,NA,NA,0,NA,3,2,1,49,6,32,2004,3,3,151.125,6,1,4,2,13,1,1,1,4,0,2,4,1,61,1,0,1,89,"E",0,1,0,0,NA,0,1,1,0,"2T1BR38E74C2",17,0,4,19,2004,NA,2502,"TOYT","UCS","","4D",1,3,NA,5,"Y","N","K","F","G",NA,"P",NA,"S",998,98,0,3,4,1
"2812",1,69,NA,350,150,0,12,15,0," 63F",63,0,232,0,0,1,0,1,2,49444,1,1,6,-16,17,243,0,998,3,2,1,23,1,421,2000,2,2,229.921,17,1,1,1,13,1,1,1,2,2,0,0,0,0,0,0,0,40,"F",0,1,2,2,NA,0,0,1,0,"3GKFK16T9YG1",17,0,4,19,2000,NA,NA,"GMC","YUK","KX1","4W",1,NA,NA,2,"","","K","","G",2,"T",44,"S",207,31,0,1,4,1
"2813",1,68,NA,150,350,0,24,31,11," 63F",63,0,207,0,0,1,0,1,1,49441,1,1,-3,-18,18,492,0,998,3,2,1,20,1,481,1998,1,1,229.921,63,11,1,1,13,1,1,1,2,2,0,0,0,0,0,0,0,40,"F",0,1,0,0,NA,0,0,2,0,"2GCEK19R9W12",17,0,4,19,1998,NA,NA,"CHEV","GM4","GK1","PC",1,NA,NA,2,"","","U","","G",2,"T",44,"S",232,15,0,1,4,1
"2814",1,24,NA,180,180,0,15,4,0," 64H",64,0,184,0,0,1,0,1,1,49444,1,1,3,-19,19,166,0,998,3,4,1,13,2,1,1993,1,1,1008.235,52,1,1,1,13,1,1,1,2,2,0,0,0,0,0,0,0,48,"H",0,1,0,0,NA,0,0,1,0,"1LNLM81W3PY6",17,0,4,19,1993,NA,4024,"LINC","EXC","","4D",1,3,NA,2,"N","N","E","F","G",NA,"P",NA,"N",131,4,0,1,0,1
"2815",1,26,NA,180,180,0,29,4,0," 64H",64,0,131,0,0,NA,0,1,NA,49425,1,1,-5,26,26,455,0,998,3,4,1,21,NA,20,1993,1,1,1008.235,53,11,1,1,13,1,1,1,2,2,0,0,0,0,0,0,0,48,"H",0,1,0,0,NA,0,0,2,0,"1G3AG55N4P63",17,0,4,19,1993,NA,2776,"OLDS","CIS","","4D",1,NA,NA,1,"Y","N","D","F","G",NA,"P",NA,"N",184,4,0,0,0,0
"2816",1,68,NA,0,90,0,32,31,23," 65K",65,0,183,0,0,NA,0,1,1,49425,4,0,NA,NA,NA,NA,0,NA,3,3,3,20,1,481,1988,1,1,78.509,15,11,1,1,13,1,1,1,2,2,0,0,0,0,0,0,0,80,"K",0,1,1,2,NA,0,0,1,0,"1GCFC24K2JZ1",17,0,4,19,1988,NA,NA,"CHEV","GM4","GC2","PK",1,NA,NA,3,"","","A","","G",2,"T",42,"N",NA,61,1,1,3,5
"2817",NA,69,NA,NA,NA,0,NA,61,NA," 65K",65,NA,NA,NA,NA,NA,0,NA,NA,49457,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,12,NA,880,1994,NA,NA,78.509,67,1,NA,2,13,1,1,1,2,2,NA,NA,NA,NA,NA,NA,0,80,"K",NA,1,1,2,NA,0,NA,2,0,"1FDLF47F1REA",17,0,4,19,1994,NA,NA,"FORD","COF","FSD","CB",NA,NA,NA,NA,"","","A","","D",4,"T",42,"",NA,NA,NA,NA,NA,NA
"2818",1,2,NA,997,997,0,NA,4,1," 66F",66,0,135,8,1,1,0,1,1,49445,5,0,NA,NA,NA,NA,0,NA,3,2,1,18,1,18,1997,2,2,102.267,13,1,4,3,13,1,1,1,4,0,2,4,5,31,2,0,0,89,"F",0,1,0,0,NA,0,6,1,0,"1G4NJ52T5VC4",17,0,4,19,1997,NA,2985,"BUIC","SCL","","4D",1,3,NA,2,"Y","N","E","F","G",NA,"P",NA,"N",998,98,0,2,4,1
"2819",1,2,NA,998,998,4,35,2,0," 67F",67,1,115,0,0,10,0,1,1,49451,1,4,6,-34,35,786,0,998,3,2,2,12,6,15,1992,1,1,102.267,6,1,4,2,13,1,2,1,2,0,0,0,0,0,0,0,0,89,"F",0,1,0,0,NA,0,0,1,0,"1FAPP31X0NK2",17,0,4,19,1992,NA,2532,"FORD","TGL","","2D",1,NA,NA,1,"Y","N","P","F","G",NA,"P",NA,"N",998,98,0,1,4,1
"2820",1,3,NA,998,998,0,NA,31,0," 68H",68,1,240,6,0,1,0,1,3,49444,7,0,NA,NA,NA,NA,0,NA,3,5,3,23,7,481,2000,1,1,448.454,87,1,4,1,13,1,1,1,2,0,0,0,0,0,0,0,0,72,"H",0,1,0,0,NA,0,0,1,0,"1GTGK24U7YE2",17,0,4,19,2000,NA,NA,"GMC","SIE","NK2","PK",1,NA,NA,2,"","","U","","G",2,"T",44,"S",998,98,0,0,0,0
"2821",1,2,NA,997,997,0,NA,14,0," 69H",69,0,155,7,1,1,0,1,1,49445,5,0,NA,NA,NA,NA,0,NA,3,2,1,12,1,401,1989,1,1,448.454,6,11,4,4,13,1,1,1,2,2,1,1,1,61,4,0,0,89,"H",0,1,0,0,NA,0,1,1,0,"1FMCU14T6KUC",17,0,4,19,1989,NA,NA,"FORD","BII","BII","UT",1,NA,NA,3,"","","A","","G",1,"T",44,"N",998,98,0,1,0,1
"2822",1,86,NA,270,0,0,47,6,1," 70D",70,0,129,0,0,1,0,1,1,49442,1,4,14,-39,41,1523,0,998,2,5,1,20,3,17,1988,2,2,78.509,17,1,1,2,13,1,1,1,2,2,0,0,0,0,0,0,0,89,"D",0,1,1,2,NA,0,0,1,0,"1G1AW81W9J61",17,0,4,19,1988,NA,2767,"CHEV","CEL","","SW",1,2,NA,1,"Y","N","A","F","G",NA,"P",NA,"N",217,31,0,2,4,1
"2823",1,87,NA,0,270,0,15,31,0," 70D",70,0,217,0,0,1,0,1,1,49442,1,4,-24,-9,25,194,0,998,3,3,1,20,1,481,1999,2,2,78.509,66,1,1,1,13,1,1,1,2,2,2,1,7,1,2,0,0,89,"D",0,1,1,2,NA,2,2,2,0,"2GCEK19T0X12",17,0,4,19,1999,NA,NA,"CHEV","SIL","SK1","3C",1,NA,NA,2,"","","U","","G",2,"T",44,"S",129,6,0,2,4,1
"2824",1,82,NA,0,90,1,29,4,0," 71E",71,0,131,0,0,1,0,1,1,49415,1,1,28,-16,32,547,0,998,3,2,1,30,1,40,2003,1,1,151.125,15,11,1,1,13,1,2,1,2,2,0,0,0,0,0,0,0,72,"E",0,1,2,2,NA,3,0,1,0,"3VWSK69MX3M1",17,0,4,19,2003,NA,2859,"VOLK","JGS","","4D",1,NA,NA,2,"Y","N","K","F","G",NA,"P",NA,"S",208,31,0,1,4,2
"2825",1,83,NA,90,0,1,23,31,5," 71E",71,0,208,0,0,NA,0,1,NA,49327,1,1,-10,-18,21,719,0,998,4,5,1,7,NA,481,1996,0,2,151.125,67,1,1,NA,13,1,2,3,2,2,0,0,0,0,0,0,0,72,"E",0,0,0,0,NA,0,0,2,0,"1B7HC13Y0TJ1",17,0,4,19,1996,NA,NA,"DODG","RPC","150","PC",1,NA,NA,7,"","","M","","G",2,"T",42,"N",131,4,NA,NA,NA,NA
"2826",1,11,16,270,90,0,26,3,2," 72F",72,0,98,0,0,1,1,1,1,49451,3,4,0,-28,28,339,0,998,3,2,2,14,1,36,1988,1,1,229.921,10,1,1,1,13,1,1,1,4,0,0,0,0,0,0,0,0,89,"F",0,1,0,0,NA,0,0,1,0,"3MABM1157JR6",17,0,4,19,1988,NA,2158,"MERC","TRA","","2H",1,NA,NA,1,"Y","N","A","F","G",NA,"P",NA,"N",998,98,0,1,4,1
"2827",1,86,NA,180,240,0,13,30,0," 73H",73,0,145,0,0,NA,0,1,1,49442,1,1,9,-11,14,211,0,998,4,2,1,12,NA,471,1999,0,1,1008.235,17,1,1,1,13,1,1,1,2,2,0,0,0,0,0,0,0,40,"H",0,0,2,2,NA,0,0,1,0,"1FTYR14V7XTA",17,0,4,19,1999,NA,NA,"FORD","RNG","RNS","PS",1,NA,NA,4,"","","U","","F",1,"T",42,"U",141,4,NA,NA,NA,NA
"2828",1,87,NA,240,180,0,16,4,0," 73H",73,0,141,0,0,1,0,1,1,49442,1,1,-14,-5,15,246,0,998,3,2,1,21,2,24,2001,1,1,1008.235,66,1,1,1,13,1,1,1,2,2,0,0,0,0,0,0,0,40,"H",0,1,0,0,NA,0,0,2,0,"1G3NL52E81C2",17,0,4,19,2001,NA,3022,"OLDS","A/G","","4D",1,3,NA,2,"Y","N","E","F","G",NA,"P",NA,"S",145,30,0,0,0,0
"2829",4,1,NA,998,998,0,NA,14,0," 74F",74,0,137,7,1,11,0,1,1,49445,6,0,NA,NA,NA,NA,0,NA,3,3,3,2,1,404,1994,1,1,226.807,11,1,4,1,13,1,1,1,2,0,2,4,4,68,4,0,3,72,"F",0,1,0,0,NA,0,4,1,0,"1J4FJ68S6RL1",17,7,4,19,1994,NA,NA,"JEEP","CHK","SPT","4W",1,NA,NA,5,"","","A","","G",1,"T",44,"N",998,98,0,1,4,1
"2830",1,88,NA,90,0,0,24,30,0," 75F",75,0,150,0,0,1,0,1,3,49442,1,1,-7,-20,21,478,0,998,3,5,1,20,1,471,1993,2,2,226.807,66,1,1,1,13,1,1,1,2,2,0,0,0,0,0,0,0,48,"F",0,1,1,2,NA,0,0,1,0,"1GCCT19Z1P01",17,0,4,19,1993,NA,NA,"CHEV","S","S14","PC",1,NA,NA,3,"","","A","","G",1,"T",44,"N",157,20,0,1,4,1
"2831",1,89,NA,0,90,0,16,20,0," 75F",75,0,157,0,0,1,0,1,2,49441,1,1,19,-7,20,180,0,998,3,2,1,20,1,442,1992,4,4,226.807,17,1,1,1,13,1,1,1,2,2,0,0,0,0,0,0,0,48,"F",0,1,1,2,NA,0,0,2,0,"1GNDU06L2NT1",17,0,4,19,1992,NA,NA,"CHEV","L/M","LUM","SV",1,NA,NA,2,"","","A","","G",1,"T",42,"N",150,30,0,4,4,1
"2832",1,76,NA,340,240,0,11,4,0," 76H",76,0,152,0,0,NA,0,1,NA,49441,1,1,-4,-10,11,78,0,998,4,2,1,12,NA,17,2000,0,1,994.581,15,11,1,1,13,1,1,1,2,2,0,0,0,0,0,0,0,72,"H",0,0,2,2,NA,0,0,1,0,"1FAFP5320YG1",17,0,4,19,2000,NA,3333,"FORD","TSE","","4D",1,NA,NA,7,"Y","N","E","F","F",NA,"P",NA,"O",142,4,NA,NA,NA,NA
"2833",1,77,NA,240,340,0,12,4,0," 76H",76,0,142,0,0,1,0,1,1,49442,1,1,11,-4,12,148,0,998,3,4,1,64,1,33,2001,1,1,994.581,65,1,1,1,13,1,1,1,2,2,0,0,0,0,0,0,0,72,"H",0,1,0,0,NA,0,0,2,0,"KLAVA69261B3",17,0,5,19,2001,NA,9999,"DAEW","LCS","","4D",1,3,NA,1,"Y","N","E","F","G",NA,"P",NA,"N",152,4,0,1,0,1
"2834",1,31,NA,300,290,0,16,31,1," 77H",77,0,215,0,0,NA,0,1,NA,49415,1,1,-3,18,18,217,0,998,4,5,5,20,1,481,2002,0,2,994.581,53,2,1,1,13,1,1,1,2,3,0,0,0,0,0,0,0,89,"H",0,0,0,0,NA,0,0,1,0,"2GCEK19T6211",17,0,4,19,2002,NA,NA,"CHEV","SIL","SK1","4C",1,NA,NA,2,"","","U","","G",2,"T",44,"S",193,31,NA,NA,NA,NA
"2835",1,28,NA,290,300,0,21,31,2," 77H",77,0,193,0,0,1,0,1,1,49457,1,1,0,-19,19,373,0,998,3,5,5,12,8,481,1997,1,1,994.581,52,1,1,2,13,1,1,1,2,3,0,0,0,0,0,0,0,89,"H",0,1,0,0,NA,0,0,2,0,"1FTDX1722VNA",17,0,4,19,1997,NA,NA,"FORD","COF","F15","3C",1,NA,NA,4,"","","E","","G",1,"T",42,"N",215,31,0,1,0,1
"2836",1,28,NA,90,90,1,23,16,NA," 78F",78,0,261,0,0,NA,0,1,NA,49442,3,4,0,-21,21,524,NA,998,0,5,3,20,4,431,2005,0,1,140.587,52,1,1,NA,13,1,2,1,2,3,0,0,0,0,0,0,0,80,"F",0,0,0,0,NA,0,0,1,0,"3GNFK16Z95G1",17,0,4,19,2005,NA,NA,"CHEV","K15","K1S","4W",1,3,NA,2,"","","4","","F",2,"T",44,"S",174,31,NA,NA,NA,NA
"2837",1,29,NA,90,90,1,27,31,8," 78F",78,0,174,0,0,1,0,1,1,49442,3,4,0,29,29,552,0,998,3,5,3,12,1,481,1989,1,1,140.587,18,1,1,1,13,1,2,1,2,3,0,0,0,0,0,NA,0,80,"F",0,1,0,0,NA,0,0,2,0,"1FTEF14N4KLA",17,0,4,19,1989,NA,NA,"FORD","COF","F15","PK",1,NA,NA,3,"","","A","","G",2,"T",44,"N",261,16,0,1,4,1
"2838",1,7,NA,998,998,0,25,4,0," 79F",79,1,139,0,1,NA,0,1,1,49442,1,1,4,-25,25,341,0,998,3,2,1,20,1,37,2002,5,5,140.587,6,1,4,2,13,1,2,1,4,0,0,0,0,0,0,0,0,89,"F",0,1,0,0,NA,0,0,1,0,"1G1ND52J62M5",17,0,4,19,2002,NA,3053,"CHEV","MAL","","4D",1,NA,NA,2,"Y","N","E","F","G",NA,"P",NA,"S",998,98,0,2,4,2
"2839",2,1,NA,998,998,0,12,4,1," 80H",80,1,148,0,1,1,0,1,2,49442,1,1,4,-11,12,96,0,998,3,2,1,18,9,2,1988,1,1,616.493,8,9,4,2,13,1,1,1,2,2,0,0,0,0,0,0,0,40,"H",0,1,0,0,NA,0,0,1,0,"1G4HP54C7JH4",17,0,4,19,1988,NA,3140,"BUIC","LCF","","4D",1,2,NA,5,"Y","N","P","F","G",NA,"P",NA,"N",998,98,0,0,0,0
"2840",1,31,NA,180,170,1,NA,4,0," 81H",81,0,155,6,0,1,0,1,NA,49444,11,0,NA,NA,NA,NA,0,NA,4,3,1,20,1,2,2003,0,1,616.493,53,10,1,1,13,1,2,1,2,3,0,0,0,0,0,0,0,48,"H",0,0,0,0,NA,0,0,1,0,"2G1WH52KX392",17,7,4,19,2003,NA,3466,"CHEV","IPL","","4D",1,3,NA,2,"Y","N","E","F","G",NA,"P",NA,"S",119,4,NA,NA,NA,NA
"2841",1,28,NA,170,180,1,NA,4,0," 81H",81,0,119,NA,0,1,0,1,1,49415,11,0,NA,NA,NA,NA,0,NA,2,2,1,20,6,19,1990,1,1,616.493,52,1,1,1,13,1,2,1,2,3,0,0,0,0,0,0,0,40,"H",0,1,0,0,NA,0,0,2,0,"1G1LT54T1LY1",17,0,4,19,1990,NA,2635,"CHEV","COL","","4D",1,NA,NA,1,"Y","N","P","F","G",NA,"P",NA,"N",155,4,0,0,4,0
"2842",1,1,7,998,998,0,NA,4,0," 82D",82,7,157,8,0,10,1,1,1,49509,9,0,NA,NA,NA,NA,0,NA,3,2,1,18,1,2,1993,1,1,110.96,13,6,4,1,13,1,1,1,2,0,2,4,2,51,3,0,3,64,"D",0,1,0,0,NA,0,4,1,0,"1G4HP53L8PH4",17,7,4,19,1993,NA,3338,"BUIC","L90","","4D",1,NA,NA,2,"Y","N","M","F","G",NA,"P",NA,"N",998,98,0,1,4,2
"2843",1,8,0,997,997,0,NA,4,0," 83D",83,0,138,7,0,NA,0,1,NA,49409,5,0,NA,NA,NA,NA,0,NA,3,2,1,21,NA,24,2001,3,3,110.96,61,1,4,4,13,1,1,3,1,1,1,4,1,61,4,0,0,113,"D",0,1,0,0,NA,1,1,1,0,"1G3NK52T61C2",17,0,4,19,2001,NA,3022,"OLDS","AGX","","4D",1,NA,NA,2,"Y","N","E","F","G",NA,"P",NA,"S",998,98,1,2,3,3
