"","ACCSEQDV","ACCTYPE","ALCTEST","ANGTHIS","ANGOTHER","WEATHER","BAREQSP","BODYTYPE","CARGOWGT","CASEID","CASENO","CONDTREE","CURBWGT","DVEST","DOCTRAJ","DRIVDIST","DRINKING","DRPRES","DRRACE","DRZIP","DVBASIS","DVCONFID","DVLAT","DVLONG","DVTOTAL","ENERGY","FOVERIDE","IMPACTSP","INSPTYPE","LANES","LGTCOND","MAKE","MANEUVER","MODEL","MODELYR","OCCFORMS","OCUPANTS","RATWGT","PREEVENT","PREMOVE","PREILOC","PREISTAB","PSU","ALIGNMNT","SURCOND","PROFILE","SURTYPE","RELINTER","ROLINDIR","ROLINLOC","ROLINTYP","ROLLOBJ","ROLLOVER","ROVERIDE","SPECOTH","SPLIMIT","STRATIF","TOWHITCH","TOWPAR","TRAFCONT","TRCTLFCT","TRAVELSP","TRAFFLOW","TRIPLOC","VEHNO","VEHUSE","VIN","VINLNGTH","DRUGS","VINO","VERSION","VINMODYR","MCYCLDS","VEHWGT","VINMAKE","VINAMOD","SERTR","VINBT","ROOF1","ROOF2","ROOF3","ANTILOCK","FRTWHLDR","FOURWHDR","RESTYPE","CARBUR","FUELCODE","WGTCDTR","VEHTYPE","WHLDRWHL","DAYRUNLT","otvehwgt","otbdytyp","VINJSER","VINJURED","VTREAT","VAIS"
"57",1,68,NA,325,180,0,26,20,1," 35E",35,0,171,0,0,1,0,1,1,12528,1,1,-10,-17,20,796,0,998,3,5,1,14,1,443,1998,1,1,189.096,15,11,1,1,2,1,1,1,2,2,0,0,0,0,0,0,0,64,"E",0,1,1,2,NA,0,0,2,0,"4M2ZV1110WDJ",17,0,4,19,1998,NA,NA,"MERC","VLR","VLR","SV",1,3,NA,5,"","","E","","G",1,"T",42,"N",126,4,0,1,4,1
"58",2,6,NA,998,998,0,11,4,0," 36G",36,0,109,0,1,NA,0,1,NA,12561,9,0,NA,NA,NA,NA,0,NA,3,2,2,63,NA,33,2003,1,1,1127.948,12,14,4,NA,2,2,2,1,2,0,0,0,0,0,0,0,0,56,"G",0,1,5,2,NA,0,0,1,0,"KNADC1252362",17,0,5,19,2003,NA,2403,"KIA","RIO","","4D",1,NA,NA,5,"Y","N","E","F","G",NA,"P",NA,"N",998,98,0,0,0,0
"59",1,50,NA,350,180,0,24,3,NA," 37B",37,0,110,0,1,NA,0,1,NA,12453,3,4,0,-25,25,249,NA,998,0,2,1,49,NA,32,1990,1,1,30.267,10,14,2,1,2,3,1,1,2,0,0,0,0,0,0,0,2,89,"B",0,1,0,0,NA,0,0,1,0,"JT2AE96J9L33",17,0,5,19,1990,NA,2740,"TOYT","CS5","","CP",1,NA,NA,1,"Y","N","P","F","G",NA,"P",NA,"N",143,1,1,1,1,4
"60",1,51,NA,180,350,0,21,1,0," 37B",37,0,143,0,1,1,0,1,1,12443,3,4,3,-19,19,249,NA,998,3,2,1,45,7,40,2006,1,1,30.267,62,1,1,1,2,1,1,1,2,0,0,0,0,0,0,0,0,89,"B",0,1,0,0,NA,0,0,2,0,"WP0CB29806U7",17,0,5,19,2006,NA,3215,"PORS","BOS","","CV",6,NA,NA,2,"N","N","V","F","G",NA,"P",NA,"N",110,3,0,1,3,2
"61",NA,98,NA,180,345,0,NA,14,NA," 37B",37,0,191,NA,0,NA,0,1,NA,12477,0,0,NA,NA,NA,NA,NA,NA,0,2,1,12,NA,401,1999,0,2,30.267,54,1,1,NA,2,1,1,1,2,0,0,0,0,0,0,0,0,89,"B",0,0,0,0,NA,0,0,3,0,"1FMZU34E7XZB",17,0,4,19,1999,NA,NA,"FORD","EPR","EPR","4W",1,3,NA,2,"","","E","","G",1,"T",44,"N",NA,NA,NA,NA,NA,NA
"62",1,72,NA,330,0,0,9,4,0," 38E",38,0,165,0,0,NA,7,1,NA,12550,1,1,7,11,13,79,0,998,3,5,1,21,NA,24,2003,2,2,122.928,10,11,NA,NA,2,1,1,1,2,2,0,0,0,0,0,0,0,56,"E",0,1,1,2,NA,0,0,1,0,"1G3NL52F23C2",17,7,4,19,2003,NA,3016,"OLDS","A/G","","4D",1,3,NA,5,"Y","N","E","F","G",NA,"P",NA,"S",174,14,0,1,4,1
"63",1,73,NA,0,330,0,15,14,0," 38E",38,0,174,0,0,NA,0,1,NA,12553,1,1,0,-12,12,192,0,998,3,5,1,12,NA,401,1994,3,3,122.928,61,1,1,NA,2,1,1,1,2,2,0,0,0,0,0,0,0,56,"E",0,1,1,2,NA,0,0,2,0,"1FMCU24X8RUD",17,0,4,19,1994,NA,NA,"FORD","EPR","EPR","2W",1,2,NA,2,"","","A","","G",1,"T",44,"N",165,4,0,0,0,0
"64",1,13,NA,998,998,0,NA,4,1," 39G",39,0,120,NA,0,1,0,1,1,12401,9,0,NA,NA,NA,NA,0,NA,1,2,4,55,2,35,2005,1,1,733.259,87,1,1,1,2,1,1,1,2,0,0,0,0,0,0,0,0,89,"G",0,1,0,0,NA,0,0,1,0,"KMHDN46D25U9",17,0,5,19,2005,NA,2635,"HYUN","EST","","4D",1,3,NA,5,"Y","N","K","F","G",NA,"P",NA,"N",998,98,0,0,0,0
"65",1,68,NA,320,185,1,11,21,23," 40F",40,0,229,0,0,1,0,1,1,12528,1,1,-11,-9,14,135,0,998,3,5,1,23,11,461,2004,1,1,90.289,15,11,1,1,2,1,2,4,2,2,0,0,0,0,0,0,0,64,"F",0,1,1,2,NA,0,0,1,0,"1GTGG29U5411",17,0,4,19,2004,NA,NA,"GMC","SAV","SA2","EC",1,NA,NA,2,"","","U","","G",2,"T",42,"S",209,31,0,0,0,0
"66",1,69,NA,185,320,1,18,31,1," 40F",40,0,209,0,0,1,0,1,1,12542,1,1,0,-16,16,279,0,998,3,3,1,12,7,481,2000,1,1,90.289,62,1,1,1,2,1,2,2,2,2,0,0,0,0,0,0,0,64,"F",0,1,1,2,NA,1,0,2,0,"1FTRX18L7YNC",17,0,4,19,2000,NA,NA,"FORD","COF","F15","4C",1,NA,NA,4,"","","U","","G",2,"T",44,"O",229,21,0,1,4,1
"67",1,82,NA,270,0,1,11,4,0," 41F",41,0,155,0,0,2,7,1,1,12401,1,1,10,-5,11,218,0,998,3,2,1,7,1,41,2000,1,1,90.289,15,1,7,1,2,1,2,1,2,3,0,0,0,0,0,0,0,0,"F",0,1,0,0,NA,0,0,1,0,"2B3HD46R6YH4",17,7,4,19,2000,NA,3385,"DODG","INT","","4D",1,NA,NA,2,"Y","N","E","F","G",NA,"P",NA,"N",135,2,0,0,0,0
"68",1,83,NA,0,270,1,12,2,1," 41F",41,0,135,0,0,1,7,1,4,12401,1,1,-6,-10,12,80,0,998,3,4,1,37,2,32,1995,1,1,90.289,72,14,1,1,2,3,2,1,2,3,0,0,0,0,0,0,0,48,"F",0,1,0,0,NA,0,0,2,0,"1HGCD7261SA0",17,7,4,19,1995,NA,2853,"HOND","AEX","","CP",3,NA,NA,2,"Y","N","E","F","G",NA,"P",NA,"N",155,4,0,0,4,0
"69",1,89,NA,105,190,0,NA,3,1," 42H",42,0,103,6,1,1,0,1,NA,12458,4,0,NA,NA,NA,NA,0,NA,3,2,1,55,9,36,2001,4,4,423.156,66,14,1,2,2,3,1,1,2,2,0,0,0,0,0,0,0,48,"H",0,1,0,0,NA,0,0,1,0,"KMHCG35C81U0",17,0,5,19,2001,NA,2280,"HYUN","AGS","","2H",1,NA,NA,1,"Y","N","E","F","G",NA,"P",NA,"N",NA,82,0,0,0,0
"70",NA,88,NA,NA,NA,0,NA,82,NA," 42H",42,NA,NA,NA,NA,NA,0,NA,NA,12458,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,799,NA,NA,NA,423.156,17,1,1,NA,2,1,1,2,2,2,NA,NA,NA,NA,NA,NA,0,48,"H",NA,0,2,2,NA,0,NA,2,0,"999999999999",NA,0,1,19,9999,9999,9999,"9999","999","999","99",9,9,9,9,"9","9","9","9","9",9,"9",99,"9",NA,NA,NA,NA,NA,NA
"71",1,51,NA,90,260,0,NA,4,0," 43E",43,0,136,8,0,NA,7,1,NA,12589,4,0,NA,NA,NA,NA,7,NA,3,2,1,49,NA,40,1999,1,1,83.998,62,1,4,NA,2,1,1,4,2,0,0,0,0,0,0,0,0,64,"E",0,1,0,0,NA,0,0,1,0,"4T1BG28K2XU5",17,7,4,19,1999,NA,2998,"TOYT","UEX","","4D",1,3,NA,5,"Y","N","K","F","G",NA,"P",NA,"O",NA,61,0,1,4,1
"72",NA,50,NA,NA,NA,0,NA,61,NA," 43E",43,NA,NA,NA,NA,11,7,NA,1,12547,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,12,2,880,2005,NA,NA,83.998,10,14,2,1,2,2,1,2,2,0,NA,NA,NA,NA,NA,NA,0,64,"E",NA,1,0,0,NA,0,NA,2,0,"1FDAF57P55EA",17,7,4,19,2005,NA,NA,"FORD","DRW","F5D","CB",NA,NA,NA,NA,"","","E","","D",5,"T",44,"",NA,NA,NA,NA,NA,NA
"73",1,1,NA,998,998,0,19,4,0," 44F",44,0,105,0,0,11,7,1,1,12493,9,0,NA,NA,NA,NA,0,NA,3,2,1,37,6,32,1996,1,1,145.107,13,1,4,1,2,1,1,1,2,0,0,0,0,0,0,0,0,89,"F",0,1,0,0,NA,0,0,1,0,"2HGEJ6578TH5",17,7,4,19,1996,NA,2375,"HOND","UCL","","4D",1,NA,NA,5,"Y","N","E","F","G",NA,"P",NA,"N",998,98,0,1,4,1
"74",1,20,NA,5,0,0,12,14,0," 45H",45,0,168,0,1,NA,0,1,1,12401,1,1,0,-16,16,121,0,998,3,2,1,12,9,401,1997,1,1,680.072,50,1,1,1,2,1,1,4,2,0,0,0,0,0,0,0,0,89,"H",0,1,0,0,NA,2,0,1,0,"1FMDU24E6VUB",17,0,4,19,1997,NA,NA,"FORD","EPR","EPR","2W",1,3,NA,2,"","","E","","G",1,"T",44,"N",143,14,0,1,0,1
"75",1,21,NA,0,5,0,22,14,1," 45H",45,0,143,0,1,1,0,1,1,12487,1,1,0,19,19,338,2,998,3,2,1,2,1,404,1995,1,1,680.072,53,5,1,1,2,1,1,4,2,0,0,0,0,0,0,0,0,89,"H",0,1,0,0,0,2,0,2,0,"1J4FJ67S0SL6",17,0,4,19,1995,NA,NA,"JEEP","CHK","SPT","2W",1,NA,NA,5,"","","M","","G",1,"T",44,"N",168,14,0,1,6,1
"76",2,98,NA,0,355,0,19,4,0," 45H",45,0,106,0,0,NA,0,1,NA,12528,4,0,NA,NA,NA,NA,0,NA,3,2,1,49,NA,32,1997,1,1,680.072,53,5,1,1,2,1,1,4,2,0,0,0,0,0,0,4,0,89,"H",0,1,0,0,0,2,0,3,0,"2T1BB02E7VC1",17,0,4,19,1997,NA,2403,"TOYT","USX","","4D",1,3,NA,5,"Y","N","E","F","G",NA,"P",NA,"N",143,14,0,0,0,0
"77",3,64,NA,355,180,0,40,3,1," 46K",46,0,101,0,0,1,1,1,1,12484,1,1,0,-40,40,1158,0,998,3,2,1,22,NA,31,1988,1,1,27.311,10,14,2,1,2,3,1,4,2,0,0,0,0,0,0,0,0,64,"K",0,1,0,0,NA,0,0,1,0,"KL2TN2167JB3",17,0,5,19,1988,NA,2058,"PONT","LMA","","2H",1,3,NA,1,"Y","N","A","F","G",NA,"P",NA,"N",155,2,0,1,4,1
"78",2,65,NA,997,997,0,NA,5,1," 46K",46,0,144,8,0,1,0,1,1,12528,5,0,NA,NA,NA,NA,0,NA,3,2,1,20,2,23,2006,1,1,27.311,62,14,1,1,2,2,1,1,2,0,1,1,7,1,6,0,0,64,"K",0,1,0,0,NA,0,2,2,0,"3GNDA23P86S6",17,0,4,19,2006,NA,NA,"CHEV","HHR","HLT","SV",1,3,NA,5,"","","E","","G",1,"T",42,"S",998,98,0,1,4,1
"79",3,98,2,180,355,0,26,2,1," 46K",46,0,155,0,0,1,0,1,3,12484,1,1,0,-27,27,432,0,998,3,2,1,22,2,20,1998,1,1,27.311,54,14,1,1,2,2,1,2,2,0,0,0,0,0,0,0,0,48,"K",0,1,0,0,NA,0,0,3,0,"1G2WP1217WF3",17,0,4,19,1998,NA,3396,"PONT","GTP","","CP",1,2,NA,2,"Y","N","E","Z","G",NA,"P",NA,"S",101,3,0,1,3,2
"80",1,98,NA,195,265,0,53,4,0," 47K",47,0,120,0,1,NA,0,1,1,12401,3,4,54,10,55,1664,0,998,3,2,1,30,NA,47,1994,1,1,27.311,11,12,6,1,2,2,2,1,2,0,0,0,0,0,0,0,NA,89,"K",0,1,0,0,NA,0,0,1,0,"3VWRC81H9RM0",17,1,4,19,1994,NA,2627,"VOLK","J3L","","4D",1,3,NA,5,"Y","N","E","F","G",NA,"P",NA,"N",240,21,1,1,3,4
"81",1,98,NA,265,195,0,25,21,45," 47K",47,0,240,0,1,1,0,1,1,13491,3,4,0,-24,24,704,0,998,2,2,1,12,8,461,2003,1,1,27.311,61,6,2,1,2,2,2,1,2,0,0,0,0,0,0,0,0,89,"K",0,1,0,0,NA,0,0,2,0,"1FTNS24L03HC",17,0,4,19,2003,NA,NA,"FORD","VAN","25V","EC",1,NA,NA,2,"","","E","","G",2,"T",42,"O",120,4,0,1,4,1
"82",3,6,NA,998,998,0,64,14,0," 48C",48,1,155,0,1,11,0,1,NA,12428,1,1,0,-64,64,2880,0,998,3,2,1,37,1,402,2004,1,1,39.027,12,14,4,1,2,2,1,4,2,0,0,0,0,0,0,0,0,64,"C",0,1,0,0,NA,0,0,1,0,"SHSRD78854U2",17,0,5,19,2004,NA,NA,"HOND","CRV","REX","4W",1,NA,NA,2,"","","R","","G",1,"T",44,"N",998,98,0,1,4,1
"83",1,83,NA,170,60,0,11,15,0," 49B",49,0,268,0,0,NA,0,1,NA,12550,3,4,-4,-12,13,184,0,998,2,4,1,19,NA,421,2003,1,1,54.946,72,14,1,NA,2,2,1,2,2,3,0,0,0,0,0,0,0,64,"B",0,1,0,0,NA,0,0,1,0,"1GYEK63N93R2",17,0,4,19,2003,NA,NA,"CADI","ESC","ESL","4W",1,3,NA,2,"","","K","","G",2,"T",44,"S",118,4,0,0,0,NA
"84",1,82,NA,60,170,0,28,4,1," 49B",49,0,118,0,0,1,0,1,1,12461,3,4,21,-17,27,435,0,998,3,2,1,14,10,15,1989,2,2,54.946,15,11,1,1,2,1,1,2,2,3,0,0,0,0,0,0,0,NA,"B",0,1,0,0,NA,0,0,2,0,"1MEPM36XXKK6",17,0,4,19,1989,NA,2567,"MERC","TGS","","4D",1,NA,NA,1,"Y","N","P","F","G",NA,"P",NA,"N",268,15,1,2,1,5
"85",1,23,NA,0,0,0,11,4,0," 50G",50,0,173,0,0,1,0,1,1,12561,1,1,0,10,10,81,0,998,3,2,1,18,1,3,1997,0,3,876.491,53,5,1,1,2,1,1,2,2,3,0,0,0,0,0,0,0,72,"G",0,0,0,0,0,0,0,1,0,"1G4CW52K9V46",17,0,4,19,1997,NA,3788,"BUIC","PKA","","4D",1,3,NA,2,"Y","N","E","F","G",NA,"P",NA,"S",135,4,NA,NA,NA,NA
"86",1,20,NA,0,0,0,11,4,1," 50G",50,0,135,0,0,1,0,1,1,12992,1,1,0,-12,12,69,0,998,3,2,1,48,2,38,2005,1,1,876.491,50,1,1,1,2,1,1,2,2,3,0,0,0,0,0,0,0,72,"G",0,1,0,0,NA,0,0,2,0,"JF1GD67565H5",17,0,5,19,2005,NA,2972,"SUBA","IR4","","4D",1,NA,NA,2,"N","Y","E","F","G",NA,"P",NA,"S",173,4,0,0,0,0
"87",1,28,NA,270,270,0,16,4,1," 51H",51,0,117,0,0,1,0,1,1,12561,3,1,0,-17,17,135,4,998,3,2,1,12,2,15,1994,1,1,1189.673,52,1,1,1,2,1,1,2,2,0,0,0,0,0,0,0,0,89,"H",0,1,0,0,NA,0,0,1,0,"1FAAP36X6RK1",17,0,4,19,1994,NA,2569,"FORD","TGL","","4D",1,NA,NA,1,"Y","N","D","F","G",NA,"P",NA,"N",165,30,0,0,0,0
"88",1,29,NA,270,270,0,14,30,0," 51H",51,0,165,0,0,1,0,1,3,12561,3,4,0,13,13,117,0,998,4,2,1,35,1,471,1994,0,1,1189.673,53,2,1,1,2,1,1,2,2,0,0,0,0,0,0,1,0,89,"H",0,0,0,0,NA,0,0,2,0,"1N6HD16Y4RC3",17,0,4,19,1994,NA,NA,"NISS","TRK","KSX","PC",1,NA,NA,3,"","","A","","G",1,"T",44,"N",117,4,NA,NA,NA,NA
"89",1,82,NA,250,0,0,14,4,0," 52E",52,0,185,0,0,NA,0,1,1,12528,4,0,NA,NA,NA,NA,0,NA,3,4,1,19,NA,3,2003,2,2,125.616,15,11,1,NA,2,1,1,4,2,1,0,0,0,0,0,0,0,40,"E",0,1,1,2,NA,0,0,1,0,"1G6KD54Y93U2",17,0,4,19,2003,NA,3978,"CADI","DFW","","4D",1,3,NA,2,"Y","N","K","F","G",NA,"P",NA,"S",NA,62,1,2,4,3
"90",NA,83,NA,NA,NA,0,NA,62,NA," 52E",52,NA,NA,NA,NA,NA,0,NA,NA,10029,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,84,NA,881,2004,NA,NA,125.616,67,1,1,NA,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA,0,64,"E",NA,0,1,2,NA,1,NA,2,0,"1HTMKADNX4H6",17,0,4,19,2004,NA,NA,"INTL","40S","440","CC",NA,NA,NA,NA,"","","","","D",7,"T",42,"",NA,NA,NA,NA,NA,NA
"91",1,1,NA,998,998,0,NA,4,0," 53F",53,0,138,6,0,10,0,1,1,12429,9,0,NA,NA,NA,NA,0,NA,3,2,1,37,7,32,2002,1,1,217.002,13,14,4,1,2,3,1,1,2,0,0,0,0,0,0,0,0,89,"F",0,1,0,0,NA,0,0,1,0,"1HGCG66862A0",17,0,4,19,2002,NA,3120,"HOND","UXS","","4D",3,NA,NA,5,"Y","N","R","F","G",NA,"P",NA,"N",998,98,0,0,4,0
"92",2,92,NA,998,998,0,12,4,1," 54H",54,0,129,0,1,0,8,0,8,99998,9,0,NA,NA,NA,NA,0,NA,3,2,2,35,0,47,1996,0,0,1017.026,14,0,0,0,2,1,1,4,2,3,0,0,0,0,0,0,8,0,"H",0,1,0,0,NA,0,0,1,0,"1N4BU31D6TC1",17,8,4,19,1996,NA,2756,"NISS","AGS","","4D",1,3,NA,7,"Y","N","E","F","G",NA,"P",NA,"N",998,98,NA,NA,NA,NA
"93",1,50,14,270,90,0,NA,4,1," 55B",55,0,143,8,1,NA,0,1,NA,12404,98,0,NA,NA,NA,NA,0,NA,3,2,1,14,3,17,1995,2,2,54.946,10,14,2,2,2,2,1,2,2,0,2,1,7,2,2,0,NA,89,"B",0,1,0,0,NA,0,3,1,0,"1MELM5346SG6",17,0,4,19,1995,NA,3188,"MERC","SLL","","4D",1,3,NA,2,"Y","N","E","F","G",NA,"P",NA,"N",105,4,2,2,1,5
"94",1,51,NA,90,270,0,NA,4,1," 55B",55,0,105,8,1,NA,0,1,NA,8701,98,0,NA,NA,NA,NA,0,NA,3,2,1,35,3,43,1997,1,1,54.946,62,14,1,2,2,3,1,4,2,0,0,0,0,0,0,0,0,89,"B",0,1,0,0,NA,0,0,2,0,"1N4AB41D9VC7",17,0,4,19,1997,NA,2237,"NISS","XGU","","4D",1,3,NA,7,"Y","N","E","F","G",NA,"P",NA,"N",143,4,1,1,3,5
"95",2,2,NA,998,998,1,NA,2,0," 56K",56,1,135,7,1,1,0,1,1,12428,6,0,NA,NA,NA,NA,0,NA,3,2,2,37,9,32,1999,1,1,49.58,6,14,4,3,2,2,2,4,2,0,2,4,1,61,1,0,0,89,"K",0,1,0,0,NA,0,1,1,0,"1HGCG3273XA0",17,0,4,19,1999,NA,3042,"HOND","UEX","","CP",3,NA,NA,2,"Y","N","E","F","G",NA,"P",NA,"N",998,98,0,1,3,1
"96",1,1,NA,998,998,0,NA,6,4," 57F",57,0,142,6,0,11,0,1,1,12455,7,0,NA,NA,NA,NA,0,NA,3,2,3,48,1,34,1995,3,3,488.875,13,14,4,1,2,3,1,2,2,0,0,0,0,0,0,0,0,89,"F",0,1,0,0,NA,0,0,1,0,"4S3BK6356S63",17,0,4,19,1995,NA,2890,"SUBA","UOB","","SW",1,NA,NA,2,"N","Y","E","F","G",NA,"P",NA,"N",998,98,0,3,4,1
"97",1,82,NA,265,355,0,NA,4,0," 58E",58,0,136,3,0,1,0,1,1,12528,4,0,NA,NA,NA,NA,0,NA,3,2,1,21,1,17,1995,2,2,137.846,15,11,1,1,2,3,1,2,2,2,0,0,0,0,0,0,0,48,"E",0,1,2,2,NA,2,0,1,0,"1G3AJ55M5S63",17,0,4,19,1995,NA,2733,"OLDS","CRL","","4D",1,NA,NA,2,"Y","N","D","F","G",NA,"P",NA,"N",NA,21,1,2,3,3
"98",1,83,NA,355,265,0,NA,21,0," 58E",58,0,NA,5,0,1,0,1,NA,12603,4,0,NA,NA,NA,NA,0,NA,3,2,1,20,6,461,2004,3,3,137.846,66,1,4,1,2,1,1,1,2,2,0,0,0,0,0,0,0,89,"E",0,1,0,0,NA,2,0,2,0,"1GBHG39U5412",17,0,4,19,2004,NA,NA,"CHEV","E/X","E/3","IE",1,NA,NA,2,"","","U","","G",2,"T",42,"S",136,4,0,1,4,1
"99",NA,1,NA,997,997,0,NA,14,1," 59F",59,0,173,NA,1,1,0,1,1,12401,0,0,NA,NA,NA,NA,0,NA,0,2,1,20,98,401,1995,1,1,238.13,3,14,4,1,2,2,1,4,2,0,NA,NA,NA,NA,NA,0,0,56,"F",0,1,0,0,NA,0,NA,1,0,"1GNCT18W9S21",17,0,4,19,1995,NA,NA,"CHEV","BZR","BZR","2W",1,NA,NA,2,"","","M","","G",1,"T",44,"N",NA,NA,0,1,4,1
"100",1,69,NA,270,60,0,NA,15,1," 60F",60,0,249,7,1,1,0,1,1,12528,7,0,NA,NA,NA,NA,0,NA,3,2,1,49,2,421,2003,1,1,238.13,62,14,1,1,2,2,1,2,2,3,0,0,0,0,0,0,0,48,"F",0,1,0,0,NA,0,0,1,0,"JTEHT05J9320",17,0,5,19,2003,NA,NA,"TOYT","LCW","LCR","4W",3,NA,NA,2,"","","E","","G",2,"T",44,"S",241,15,0,0,0,0
"101",1,68,NA,60,270,0,NA,15,1," 60F",60,0,241,6,1,2,0,1,1,12528,7,0,NA,NA,NA,NA,0,NA,3,2,1,12,2,422,1997,1,1,238.13,15,11,1,1,2,3,1,4,2,3,0,0,0,0,0,0,0,48,"F",0,1,0,0,NA,0,0,2,0,"1FMFU18L8VLB",17,0,4,19,1997,NA,NA,"FORD","EPT","EPT","4W",1,3,NA,2,"","","E","","G",2,"T",44,"N",249,15,0,1,4,1
"102",1,83,NA,180,40,0,16,4,1," 61F",61,0,125,0,0,1,0,1,1,12413,1,1,-4,-21,21,154,0,998,3,2,3,41,6,37,1997,3,3,116.279,17,1,1,1,2,1,2,1,2,2,0,0,0,0,0,0,0,72,"F",0,1,1,2,NA,0,0,1,0,"1YVGE22C0V56",17,0,4,19,1997,NA,2749,"MAZD","UDL","","4D",1,3,NA,5,"Y","N","E","F","G",NA,"P",NA,"N",127,4,0,1,4,1
"103",1,82,NA,40,180,0,22,4,0," 61F",61,0,127,0,0,1,0,1,1,11228,1,1,6,-18,19,434,0,998,3,2,3,37,1,32,1994,4,4,116.279,66,11,1,1,2,2,2,1,2,2,0,0,0,0,0,0,0,72,"F",0,1,1,2,NA,0,0,2,0,"1HGCD5632RA1",17,0,4,19,1994,NA,2809,"HOND","ULE","","4D",1,NA,NA,5,"Y","N","E","F","G",NA,"P",NA,"N",125,4,0,3,6,1
"104",1,1,NA,998,998,0,NA,4,0," 62H",62,7,156,6,0,98,0,1,1,12487,9,0,NA,NA,NA,NA,0,NA,3,2,1,18,1,2,1994,1,1,544.965,11,14,4,1,2,3,1,4,2,0,0,0,0,0,0,0,0,56,"H",0,1,0,0,NA,0,0,1,0,"1G4HP52L2RH4",17,0,4,19,1994,NA,3449,"BUIC","LCF","","4D",1,NA,NA,2,"Y","N","E","F","G",NA,"P",NA,"N",998,98,0,0,0,0
"105",NA,1,NA,997,997,0,NA,4,1," 63K",63,0,105,NA,1,11,0,1,1,12477,0,0,NA,NA,NA,NA,0,NA,0,2,1,24,1,1,1997,1,1,57.874,13,14,4,1,2,3,1,2,2,0,2,4,2,44,1,0,0,89,"K",0,1,0,0,NA,0,4,1,0,"1G8ZG5287VZ2",17,0,4,19,1997,NA,2264,"STRN","SL1","","4D",1,3,NA,5,"Y","N","E","F","G",NA,"P",NA,"S",NA,NA,0,1,3,1
"106",1,1,NA,998,998,0,NA,20,1," 64D",64,1,191,NA,1,98,0,1,NA,10606,11,0,NA,NA,NA,NA,0,NA,2,2,2,6,1,441,2002,1,1,127.98,13,1,4,1,2,1,1,4,2,0,0,0,0,0,0,0,0,48,"D",0,1,0,0,NA,0,0,1,0,"2C4GP443X2R7",17,0,4,19,2002,NA,NA,"CHRY","TWC","TLX","SV",1,NA,NA,2,"","","E","","F",1,"T",42,"N",998,98,0,1,3,2
"107",1,68,NA,95,285,0,NA,20,1," 65A",65,0,183,8,1,NA,0,1,NA,44118,4,0,NA,NA,NA,NA,0,NA,3,2,1,22,7,441,2004,1,1,54.946,15,14,1,1,2,2,1,1,2,2,2,1,7,2,1,0,0,89,"A",0,1,0,0,NA,0,2,1,0,"1GMDX03E84D2",17,0,4,19,2004,NA,NA,"PONT","MON","MON","ES",1,NA,NA,5,"","","K","","G",1,"T",42,"S",NA,62,1,1,1,7
"108",2,98,NA,996,996,0,NA,20,1," 65A",65,0,162,7,1,1,0,1,NA,11219,6,0,NA,NA,NA,NA,0,NA,3,2,1,12,9,441,1994,1,1,54.946,52,14,1,2,2,2,1,1,2,2,0,0,0,0,0,0,0,89,"A",0,1,0,0,NA,0,0,2,0,"1FMDA31U7RZB",17,0,4,19,1994,NA,NA,"FORD","ARO","ARO","ES",1,NA,NA,3,"","","B","","G",1,"T",42,"N",183,20,0,0,0,0
"109",NA,69,NA,NA,NA,0,NA,62,NA," 65A",65,NA,NA,NA,NA,1,0,NA,NA,12491,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,85,3,881,2006,NA,NA,54.946,62,14,1,2,2,3,1,1,2,2,NA,NA,NA,NA,NA,NA,0,89,"A",NA,1,0,0,89,0,NA,3,0,"1NKDXBEX26J1",17,0,4,19,2006,NA,NA,"KW","CON","T80","TM",NA,NA,NA,NA,"","","","","D",8,"T",NA,"",NA,NA,NA,NA,NA,NA
"110",NA,7,16,998,998,0,NA,14,NA," 66K",66,7,140,NA,1,NA,1,1,1,12443,0,0,NA,NA,NA,NA,0,NA,0,2,2,2,NA,403,1993,2,2,49.58,6,14,4,NA,2,2,2,4,2,0,0,0,0,0,0,0,1,64,"K",0,1,0,0,NA,0,0,1,0,"1J4FY69S8PP2",17,0,4,19,1993,NA,NA,"JEEP","W/Y","WYR","2W",1,5,NA,5,"","","A","","G",1,"T",44,"N",NA,NA,0,2,3,2
"111",1,1,NA,998,998,0,18,4,0," 67D",67,1,95,0,1,11,1,1,1,12449,1,1,0,-18,18,146,0,998,3,2,2,55,1,36,1997,1,1,99.533,13,14,4,1,2,2,1,4,2,0,0,0,0,0,0,0,0,64,"D",0,1,0,0,NA,0,0,1,0,"KMHVF24NXVU3",17,0,5,19,1997,NA,2105,"HYUN","AGL","","4D",1,2,NA,5,"Y","N","E","F","G",NA,"P",NA,"N",998,98,0,0,4,0
