"","ACCSEQ1","ACCSEQ2","ALTVEH","ORIGAVTW","CASEID","CASENO","DIRDAMW","DOCCDC","DVC1","DVC2","DVC3","DVC4","DVC5","DVC6","DVD","DVL","DOF1","DOF2","UNDENDW","EXTENT1","EXTENT2","FUELCAP1","FUELCAP2","FIRE","FIREORIG","FUELDAM1","FUELDAM2","GAD1","GAD2","FUELLOC1","FUELLOC2","FUELTNK1","FUELTNK2","FUELTYP1","FUELTYP2","FUELEAK1","FUELEAK2","FUELGT2","OBJCONT1","OBJCONT2","PDOF1","PDOF2","PSU","RATWGT","SDVC1","SDVC2","SDVC3","SDVC4","SDVC5","SDVC6","SDVD","SDVL","SHL1","SHL2","STRATIF","SVL1","SVL2","TDD1","TDD2","TOWRES","VEHNO","WHEELBAS","VERSION"
"1816",1,NA,0,147,"121G",121,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,11,403.138,NA,NA,NA,NA,NA,NA,NA,NA,"9","","G","9","","9","",1,1,250,20
"1817",1,NA,0,157,"122B",122,116,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,4,NA,NA,NA,0,0,1,NA,"T","",NA,NA,NA,NA,1,NA,1,NA,NA,31,NA,998,NA,11,40.459,NA,NA,NA,NA,NA,NA,NA,NA,"D","","B","D","","O","",1,1,277,20
"1818",1,NA,0,153,"123E",123,145,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,145,NA,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,20,NA,11,42.18,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",1,1,274,20
"1819",1,2,0,158,"123E",123,180,0,0,2,1,7,5,0,-92,180,10,9,998,1,1,NA,NA,0,0,1,NA,"L","L",NA,NA,NA,NA,1,NA,1,NA,NA,1,63,290,270,11,42.18,NA,NA,NA,NA,NA,NA,NA,NA,"Z","F","E","E","W","W","N",1,2,275,20
"1820",1,NA,0,154,"124F",124,154,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,154,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,11,145.573,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,1,262,20
"1821",1,NA,0,174,"124F",124,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,0,0,1,NA,"","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,11,145.573,NA,NA,NA,NA,NA,NA,NA,NA,"","","F","","","","",0,2,348,20
"1822",1,NA,0,150,"125F",125,110,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,3,NA,NA,NA,0,0,1,NA,"T","",NA,NA,NA,NA,1,NA,1,NA,NA,31,NA,998,NA,11,145.573,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","D","","O","",1,1,267,20
"1823",1,NA,0,150,"126H",126,150,0,30,14,10,4,0,0,0,150,12,NA,150,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,54,NA,350,NA,11,499.352,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",1,1,272,20
"1824",1,NA,0,157,"127H",127,77,0,0,0,0,0,7,40,46,170,12,NA,170,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,10,NA,11,499.352,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","H","E","","W","",1,1,285,20
"1825",1,2,0,146,"127H",127,65,1,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,50,180,NA,11,499.352,NA,NA,NA,NA,NA,NA,NA,NA,"L","9","H","E","9","W","9",1,2,274,20
"1826",2,1,0,155,"128A",128,250,0,NA,NA,NA,NA,NA,NA,NA,NA,0,12,998,3,1,NA,NA,0,0,1,NA,"L","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,44,998,0,11,40.459,1,0,0,0,0,2,47,148,"D","Z","A","A","E","O","W",1,1,262,20
"1827",1,NA,0,157,"129B",129,214,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,998,NA,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,290,NA,11,40.459,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","B","A","","W","",1,1,277,20
"1828",1,NA,0,149,"129B",129,138,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,146,NA,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,10,NA,11,40.459,NA,NA,NA,NA,NA,NA,NA,NA,"D","","B","E","","W","",1,2,320,20
"1829",1,2,0,164,"130K",130,84,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,150,NA,2,NA,NA,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,30,998,11,39.891,19,18,15,9,6,3,-190,114,"Z","B","K","E","M","W","W",1,1,287,20
"1830",1,2,0,153,"130K",130,100,0,73,28,19,11,6,1,-14,150,12,NA,150,3,NA,NA,NA,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,1,1,0,NA,11,39.891,NA,NA,NA,NA,NA,NA,NA,NA,"Y","9","K","E","9","W","9",1,2,271,20
"1831",1,NA,0,149,"131E",131,168,0,0,12,21,10,0,0,14,198,9,NA,998,2,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,280,NA,11,122.666,NA,NA,NA,NA,NA,NA,NA,NA,"P","","E","A","","W","",1,1,262,20
"1832",1,NA,0,168,"131E",131,180,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,192,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,10,NA,11,122.666,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",0,2,364,20
"1833",1,NA,0,148,"132G",132,168,0,0,0,3,7,24,37,166,174,7,NA,998,3,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,200,NA,11,581.743,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","G","A","","W","",1,1,320,20
"1834",1,NA,0,150,"133K",133,212,0,0,23,45,51,41,25,10,240,10,NA,998,3,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,300,NA,11,39.891,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","K","A","","W","",1,1,267,20
"1835",1,NA,0,159,"133K",133,150,0,74,55,46,35,23,10,0,150,1,NA,150,3,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,20,NA,11,39.891,NA,NA,NA,NA,NA,NA,NA,NA,"D","","K","E","","W","",1,2,293,20
"1836",1,1,0,155,"134E",134,250,0,41,37,26,9,2,0,0,152,1,12,152,2,3,NA,NA,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,77,77,20,0,11,30.129,0,0,0,6,19,18,29,377,"D","Y","E","E","A","K","W",1,1,276,20
"1837",1,NA,0,149,"135F",135,142,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,3,NA,NA,NA,0,0,1,NA,"T","",NA,NA,NA,NA,1,NA,1,NA,NA,31,NA,998,NA,11,81.699,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","D","","O","",1,1,283,20
"1838",2,5,0,173,"136G",136,40,1,47,9,6,11,19,36,-78,190,12,12,190,2,NA,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,2,NA,1,NA,NA,54,2,0,0,11,112.266,NA,NA,NA,NA,NA,NA,NA,NA,"L","R","G","E","E","E","E",1,1,396,20
"1839",6,5,0,143,"136G",136,88,1,NA,NA,NA,NA,NA,NA,NA,NA,6,9,157,NA,2,NA,NA,0,0,1,NA,"B","L",NA,NA,NA,NA,1,NA,1,NA,NA,1,1,180,270,11,112.266,NA,NA,NA,NA,NA,NA,NA,NA,"D","Y","G","E","E","W","W",1,2,254,20
"1840",1,NA,0,148,"137H",137,152,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,152,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,41,NA,0,NA,11,280.248,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",1,1,266,20
"1841",3,1,0,155,"139E",139,74,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,998,5,3,NA,NA,0,0,1,NA,"T","L",NA,NA,NA,NA,1,NA,1,NA,NA,42,31,998,998,11,50.788,NA,NA,NA,NA,NA,NA,NA,NA,"P","D","E","D","A","W","O",1,1,273,20
"1842",1,2,0,156,"140E",140,78,0,1,4,14,27,29,16,185,126,10,9,998,3,1,NA,NA,0,0,1,NA,"L","L",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,290,280,11,50.788,0,0,1,3,1,0,-122,146,"F","Z","E","E","E","W","W",1,1,273,20
"1843",1,2,0,144,"140E",140,50,0,0,0,0,0,0,26,50,150,1,4,150,2,1,NA,NA,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,1,1,20,120,11,50.788,NA,NA,NA,NA,NA,NA,NA,NA,"R","B","E","E","E","W","W",1,2,248,20
"1844",1,NA,0,148,"141F",141,142,0,4,9,8,7,0,1,-7,164,12,NA,164,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,11,175.282,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,1,273,20
"1845",1,NA,0,153,"141F",141,136,0,25,31,37,41,33,25,0,136,6,NA,136,4,NA,NA,NA,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,180,NA,11,175.282,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,2,274,20
"1846",1,NA,0,157,"142F",142,54,0,40,45,29,14,4,0,-52,150,12,NA,150,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,42,NA,0,NA,11,175.282,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","F","E","","W","",1,1,281,20
"1847",1,NA,0,147,"143H",143,88,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,146,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,11,601.26,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",0,1,258,20
"1848",1,NA,0,155,"143H",143,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,11,601.26,NA,NA,NA,NA,NA,NA,NA,NA,"9","","H","9","","9","",NA,2,275,20
"1849",1,NA,0,155,"144E",144,105,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,3,NA,NA,NA,0,0,1,NA,"T","",NA,NA,NA,NA,1,NA,1,NA,NA,31,NA,998,NA,11,32.69,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","D","","O","",1,1,262,20
"1850",1,NA,0,160,"145E",145,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,11,32.69,NA,NA,NA,NA,NA,NA,NA,NA,"9","","E","E","","9","",0,1,305,20
"1851",1,NA,0,152,"145E",145,42,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,998,3,NA,NA,NA,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,70,NA,11,32.69,NA,NA,NA,NA,NA,NA,NA,NA,"F","","E","E","","W","",1,2,285,20
"1852",2,1,0,148,"146F",146,130,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,998,3,2,NA,NA,0,0,1,NA,"T","R",NA,NA,NA,NA,1,NA,1,NA,NA,31,88,998,20,11,112.819,NA,NA,NA,NA,NA,NA,NA,NA,"D","B","F","D","G","O","N",1,1,284,20
"1853",1,NA,0,153,"147G",147,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,11,155.029,NA,NA,NA,NA,NA,NA,NA,NA,"9","","G","9","","9","",1,1,285,20
"1854",1,NA,0,156,"147G",147,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,0,0,NA,NA,"9","",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,11,155.029,NA,NA,NA,NA,NA,NA,NA,NA,"9","","G","9","","9","",0,2,290,20
"1855",1,2,0,151,"148G",148,120,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,998,3,NA,NA,NA,0,0,1,NA,"T","T",NA,NA,NA,NA,1,NA,1,NA,NA,31,43,998,998,11,155.029,NA,NA,NA,NA,NA,NA,NA,NA,"D","D","G","D","D","O","W",1,1,270,20
"1856",1,2,0,147,"149H",149,102,0,0,7,10,20,26,20,14,130,12,9,130,3,1,NA,NA,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,2,54,0,270,11,386.997,NA,NA,NA,NA,NA,NA,NA,NA,"D","B","H","E","E","W","E",1,1,262,20
"1857",1,NA,0,159,"149H",149,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,150,NA,NA,NA,NA,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,170,NA,11,386.997,NA,NA,NA,NA,NA,NA,NA,NA,"9","","H","9","","9","",0,2,287,20
"1858",1,2,0,155,"150E",150,32,1,0,0,0,0,0,7,61,162,12,12,162,9,1,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,52,50,10,10,11,48.206,NA,NA,NA,NA,NA,NA,NA,NA,"R","L","E","A","E","E","N",1,1,273,20
"1859",1,NA,0,174,"151F",151,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,182,NA,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,11,166.369,NA,NA,NA,NA,NA,NA,NA,NA,"9","","F","9","","9","",NA,1,401,20
"1860",1,2,0,153,"151F",151,114,0,57,62,89,75,32,16,0,152,6,12,152,4,2,NA,NA,0,0,1,NA,"B","F",NA,NA,NA,NA,1,NA,1,NA,NA,1,52,180,0,11,166.369,0,1,10,23,36,12,46,152,"D","Z","F","A","E","W","W",1,2,262,20
"1861",1,NA,0,148,"152G",152,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,150,NA,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,11,228.615,NA,NA,NA,NA,NA,NA,NA,NA,"9","","G","9","","9","",1,1,262,20
"1862",1,2,0,146,"152G",152,161,0,NA,NA,NA,NA,NA,NA,NA,NA,6,12,161,1,1,NA,NA,NA,NA,NA,NA,"B","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,42,190,0,11,228.615,NA,NA,NA,NA,NA,NA,NA,NA,"D","C","G","E","L","W","N",1,2,290,20
"1863",1,2,0,155,"153G",153,81,0,1,0,9,31,35,30,194,126,10,9,998,3,1,NA,NA,0,0,1,NA,"L","L",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,300,270,11,228.615,3,5,13,6,1,1,-145,133,"F","Z","G","E","E","W","W",1,1,273,20
"1864",3,1,0,147,"153G",153,32,1,0,15,36,43,27,11,2,138,12,1,138,2,1,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,51,1,0,30,11,228.615,NA,NA,NA,NA,NA,NA,NA,NA,"Z","R","G","E","E","N","W",1,2,262,20
"1865",1,NA,0,156,"154H",154,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,998,NA,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,290,NA,11,570.687,NA,NA,NA,NA,NA,NA,NA,NA,"F","","H","E","","E","",0,1,272,20
"1866",1,NA,0,153,"154H",154,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,148,NA,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,11,570.687,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","H","E","","W","",1,2,262,20
"1867",2,1,0,151,"155B",155,121,0,NA,NA,NA,NA,NA,NA,NA,NA,0,11,998,2,1,NA,NA,0,0,1,NA,"T","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,44,998,320,11,40.459,4,5,8,1,0,0,-31,162,"D","Y","B","D","E","O","W",1,1,333,20
"1868",2,1,0,149,"156J",156,161,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,998,2,1,NA,NA,0,0,1,NA,"T","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,76,998,20,11,41.536,0,4,2,1,3,0,45,136,"D","R","J","D","E","O","W",1,1,262,20
"1869",1,NA,0,168,"157E",157,85,0,0,0,6,24,10,6,185,126,1,NA,998,2,NA,NA,NA,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,30,NA,11,66.713,NA,NA,NA,NA,NA,NA,NA,NA,"F","","E","E","","W","",1,1,302,20
"1870",1,NA,0,151,"157E",157,110,0,7,4,17,11,0,0,-18,146,12,NA,146,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,11,66.713,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",1,2,272,20
"1871",1,2,0,165,"158E",158,78,0,0,0,19,32,43,29,185,102,10,9,998,3,3,NA,NA,0,0,1,NA,"L","L",NA,NA,NA,NA,1,NA,1,NA,NA,1,62,290,260,11,66.713,17,30,29,9,3,0,-206,95,"F","B","E","E","E","W","W",1,2,282,20
"1872",1,NA,0,154,"159F",159,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,0,0,NA,NA,"9","",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,11,230.243,NA,NA,NA,NA,NA,NA,NA,NA,"9","","F","9","","9","",NA,2,262,20
"1873",1,NA,0,156,"160G",160,208,0,0,0,0,2,5,0,-141,218,7,NA,998,1,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,200,NA,11,316.387,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","G","E","","W","",1,1,289,20
"1874",1,NA,0,145,"160G",160,124,0,7,4,5,4,5,9,0,132,12,NA,132,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,10,NA,11,316.387,NA,NA,NA,NA,NA,NA,NA,NA,"D","","G","E","","W","",1,2,256,20
"1875",1,2,0,157,"161B",161,114,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,998,6,2,NA,NA,0,0,1,NA,"T","R",NA,NA,NA,NA,1,NA,1,NA,NA,31,42,998,998,11,40.459,NA,NA,NA,NA,NA,NA,NA,NA,"D","P","B","D","A","O","N",1,1,287,20
"1876",1,2,0,147,"162K",162,29,0,NA,NA,NA,NA,NA,NA,NA,NA,3,0,998,4,1,NA,NA,0,0,1,NA,"R","T",NA,NA,NA,NA,1,NA,1,NA,NA,45,45,100,998,11,39.891,NA,NA,NA,NA,NA,NA,NA,NA,"P","F","K","A","R","N","N",1,1,261,20
"1877",1,2,0,145,"163D",163,15,0,14,21,35,17,8,1,-18,140,12,1,140,2,2,NA,NA,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,42,42,0,20,11,45.742,0,0,0,0,2,3,0,408,"C","D","D","E","A","N","W",1,1,247,20
"1878",1,NA,0,156,"164E",164,126,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,3,NA,NA,NA,0,0,1,NA,"T","",NA,NA,NA,NA,1,NA,1,NA,NA,31,NA,998,NA,11,123.384,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","D","","O","",1,1,281,20
"1879",2,NA,0,148,"165H",165,48,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,145,1,NA,NA,NA,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,180,NA,11,1460.688,NA,NA,NA,NA,NA,NA,NA,NA,"C","","H","L","","U","",0,3,320,20
"1880",3,1,0,155,"166A",166,211,1,0,10,32,0,20,0,41,256,1,12,998,4,2,NA,NA,0,0,1,NA,"R","F",NA,NA,NA,NA,1,NA,1,NA,NA,52,46,40,350,11,40.459,0,0,7,11,26,42,0,150,"Y","D","A","A","E","W","W",1,1,262,20
"1881",1,NA,0,155,"167E",167,50,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,140,NA,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,11,50.659,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","E","E","","W","",NA,1,273,20
"1882",1,2,0,165,"167E",167,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,0,0,NA,NA,"9","9",NA,NA,NA,NA,1,NA,NA,NA,NA,1,3,NA,NA,11,50.659,NA,NA,NA,NA,NA,NA,NA,NA,"9","9","E","9","9","9","9",NA,2,300,20
"1883",2,NA,0,157,"167E",167,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,0,0,NA,NA,"9","",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,11,50.659,NA,NA,NA,NA,NA,NA,NA,NA,"9","","E","9","","9","",NA,3,278,20
"1884",2,1,0,147,"168F",168,116,0,NA,NA,NA,NA,NA,NA,NA,NA,0,9,998,3,3,NA,NA,0,0,1,NA,"T","L",NA,NA,NA,NA,1,NA,1,NA,NA,31,2,998,280,11,174.836,0,18,30,35,21,2,30,202,"D","Y","F","Y","E","O","W",1,1,262,20
"1885",1,NA,0,156,"168F",168,142,0,10,9,7,6,8,7,0,146,12,NA,146,1,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,10,NA,11,174.836,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",0,2,276,20
"1886",2,1,0,167,"169G",169,78,0,NA,NA,NA,NA,NA,NA,NA,NA,0,7,998,3,1,NA,NA,0,0,1,NA,"T","L",NA,NA,NA,NA,1,NA,1,NA,NA,31,2,998,220,11,240.25,8,4,3,2,1,0,-98,96,"D","B","G","D","L","O","W",1,1,338,20
"1887",1,NA,0,153,"169G",169,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,148,3,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,10,NA,11,240.25,NA,NA,NA,NA,NA,NA,NA,NA,"R","","G","E","","E","",1,2,267,20
"1888",1,NA,0,168,"170H",170,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,168,NA,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,11,599.731,NA,NA,NA,NA,NA,NA,NA,NA,"9","","H","E","","9","",0,1,295,20
"1889",2,1,0,142,"170H",170,115,0,NA,NA,NA,NA,NA,NA,NA,NA,0,4,998,3,3,NA,NA,0,0,1,NA,"T","R",NA,NA,NA,NA,1,NA,1,NA,NA,31,1,998,130,11,599.731,12,5,1,1,3,0,-203,322,"Z","B","H","D","E","O","W",1,2,272,20
"1890",1,NA,0,153,"171H",171,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,145,NA,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,11,599.731,NA,NA,NA,NA,NA,NA,NA,NA,"9","","H","9","","9","",NA,1,274,20
"1891",1,NA,0,160,"171H",171,80,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,160,1,NA,NA,NA,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,180,NA,11,599.731,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","H","L","","W","",0,2,291,20
"1892",1,NA,0,153,"172E",172,101,0,0,4,17,23,15,0,-98,197,11,NA,998,3,NA,NA,NA,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,320,NA,11,84.694,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","E","E","","W","",1,1,265,20
"1893",1,2,0,161,"172E",172,45,0,NA,NA,NA,NA,NA,NA,NA,NA,12,12,152,1,7,NA,NA,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,1,42,0,350,11,84.694,NA,NA,NA,NA,NA,NA,NA,NA,"L","Y","E","E","G","W","W",0,2,288,20
"1894",1,NA,0,157,"173E",173,34,0,24,17,16,14,14,14,-58,150,12,NA,150,5,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,11,84.694,NA,NA,NA,NA,NA,NA,NA,NA,"L","","E","E","","E","",1,1,281,20
"1895",1,2,0,165,"173E",173,250,0,0,1,8,3,6,0,-43,388,12,3,998,1,1,NA,NA,0,0,1,NA,"L","R",NA,NA,NA,NA,1,NA,1,NA,NA,1,50,350,90,11,84.694,5,0,0,1,3,2,-204,102,"D","B","E","E","E","W","W",1,2,287,20
"1896",1,2,0,168,"174F",174,148,0,0,18,39,41,22,5,0,148,81,6,148,2,1,NA,NA,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,30,170,11,292.297,NA,NA,NA,NA,NA,NA,NA,NA,"D","F","F","E","E","W","S",1,1,287,20
"1897",1,2,0,161,"174F",174,20,0,12,3,1,0,0,0,-64,148,12,12,148,6,1,NA,NA,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,1,1,350,0,11,292.297,1,2,2,2,2,0,-148,138,"L","Z","F","E","E","E","S",1,2,307,20
"1898",1,2,0,157,"175G",175,202,0,0,29,19,17,15,1,-127,202,10,0,998,3,1,NA,NA,0,0,1,NA,"L","F",NA,NA,NA,NA,1,NA,1,NA,NA,2,61,300,998,11,401.658,NA,NA,NA,NA,NA,NA,NA,NA,"Z","D","G","E","L","W","W",1,1,274,20
"1899",1,NA,0,155,"175G",175,135,0,31,40,43,48,54,51,0,152,81,NA,152,2,NA,NA,NA,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,30,NA,11,401.658,NA,NA,NA,NA,NA,NA,NA,NA,"D","","G","E","","W","",1,2,282,20
"1900",1,2,0,158,"176J",176,203,1,0,3,17,51,39,5,74,203,2,3,998,4,3,NA,NA,0,0,1,NA,"R","R",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,50,90,11,41.536,NA,NA,NA,NA,NA,NA,NA,NA,"Y","Z","J","A","A","W","W",1,1,305,20
